"Date	Price	Open	High	Low	Change %"
"Dec 20, 2013	1.3672	1.3662	1.371	1.3624	0.07%"
"Dec 19, 2013	1.3663	1.3685	1.3695	1.3649	-0.16%"
"Dec 18, 2013	1.3685	1.377	1.3813	1.3675	-0.60%"
"Dec 17, 2013	1.3768	1.3762	1.3784	1.3724	0.05%"
"Dec 16, 2013	1.3761	1.374	1.3799	1.3724	0.13%"
"Dec 13, 2013	1.3743	1.3755	1.3771	1.371	-0.09%"
"Dec 12, 2013	1.3755	1.3787	1.3804	1.3736	-0.22%"
"Dec 11, 2013	1.3786	1.376	1.3811	1.3739	0.18%"
"Dec 10, 2013	1.3761	1.3738	1.3797	1.3733	0.16%"
"Dec 09, 2013	1.3739	1.372	1.3747	1.3694	0.24%"
"Dec 06, 2013	1.3706	1.3668	1.3708	1.363	0.28%"
"Dec 05, 2013	1.3668	1.3594	1.3678	1.3542	0.54%"
"Dec 04, 2013	1.3594	1.3589	1.3605	1.3528	0.03%"
"Dec 03, 2013	1.359	1.354	1.3613	1.3523	0.35%"
"Dec 02, 2013	1.3542	1.359	1.3617	1.3525	-0.35%"
"Nov 29, 2013	1.359	1.3605	1.3622	1.3579	-0.11%"
"Nov 28, 2013	1.3605	1.358	1.3619	1.3563	0.19%"
"Nov 27, 2013	1.3579	1.3571	1.3613	1.3557	0.05%"
"Nov 26, 2013	1.3572	1.3517	1.3575	1.3514	0.41%"
"Nov 25, 2013	1.3516	1.355	1.3561	1.3491	-0.31%"
"Nov 22, 2013	1.3558	1.3482	1.3558	1.3462	0.56%"
"Nov 21, 2013	1.3482	1.344	1.3487	1.3399	0.32%"
"Nov 20, 2013	1.3439	1.3539	1.3579	1.3417	-0.74%"
"Nov 19, 2013	1.3539	1.3505	1.3549	1.3488	0.25%"
"Nov 18, 2013	1.3505	1.3502	1.3543	1.3475	0.07%"
"Nov 15, 2013	1.3495	1.3458	1.3506	1.3432	0.27%"
"Nov 14, 2013	1.3459	1.3489	1.3499	1.3419	-0.21%"
"Nov 13, 2013	1.3487	1.3436	1.3497	1.3392	0.38%"
"Nov 12, 2013	1.3436	1.3407	1.3457	1.3359	0.22%"
"Nov 11, 2013	1.3407	1.3361	1.3417	1.3344	0.27%"
"Nov 08, 2013	1.3371	1.342	1.3439	1.3317	-0.37%"
"Nov 07, 2013	1.342	1.3514	1.3529	1.3296	-0.68%"
"Nov 06, 2013	1.3512	1.3476	1.355	1.3468	0.28%"
"Nov 05, 2013	1.3474	1.3514	1.3523	1.3449	-0.31%"
"Nov 04, 2013	1.3516	1.3489	1.3527	1.3443	0.22%"
"Nov 01, 2013	1.3487	1.3584	1.3592	1.3481	-0.71%"
"Oct 31, 2013	1.3584	1.3737	1.374	1.3577	-1.11%"
"Oct 30, 2013	1.3736	1.3745	1.3785	1.3696	-0.07%"
"Oct 29, 2013	1.3746	1.3784	1.3813	1.3735	-0.28%"
"Oct 28, 2013	1.3784	1.3803	1.3817	1.3775	-0.15%"
"Oct 25, 2013	1.3805	1.3801	1.3833	1.3774	0.04%"
"Oct 24, 2013	1.38	1.3776	1.3826	1.3764	0.17%"
"Oct 23, 2013	1.3777	1.3784	1.3794	1.3741	-0.03%"
"Oct 22, 2013	1.3781	1.3683	1.3794	1.3662	0.72%"
"Oct 21, 2013	1.3683	1.3687	1.3691	1.3651	-0.01%"
"Oct 18, 2013	1.3685	1.3674	1.3704	1.3659	0.07%"
"Oct 17, 2013	1.3676	1.3535	1.3681	1.3514	1.04%"
"Oct 16, 2013	1.3535	1.3523	1.3567	1.3472	0.09%"
"Oct 15, 2013	1.3523	1.3561	1.3571	1.3479	-0.28%"
"Oct 14, 2013	1.3561	1.3544	1.3598	1.3542	0.14%"
"Oct 11, 2013	1.3542	1.3519	1.3582	1.3517	0.16%"
"Oct 10, 2013	1.352	1.3524	1.3546	1.3488	-0.03%"
"Oct 09, 2013	1.3524	1.3573	1.3605	1.3486	-0.36%"
"Oct 08, 2013	1.3573	1.3583	1.3609	1.3558	-0.07%"
"Oct 07, 2013	1.3582	1.3556	1.3592	1.3542	0.18%"
"Oct 04, 2013	1.3558	1.3618	1.3632	1.3538	-0.44%"
"Oct 03, 2013	1.3618	1.3577	1.3646	1.3576	0.29%"
"Oct 02, 2013	1.3579	1.3527	1.3609	1.3509	0.39%"
"Oct 01, 2013	1.3526	1.3528	1.359	1.3517	0.00%"
"Sep 30, 2013	1.3526	1.348	1.3557	1.3468	0.03%"
"Sep 27, 2013	1.3522	1.3487	1.3565	1.3473	0.24%"
"Sep 26, 2013	1.3489	1.3526	1.3529	1.3471	-0.27%"
"Sep 25, 2013	1.3526	1.3473	1.3538	1.3461	0.39%"
"Sep 24, 2013	1.3474	1.3493	1.3519	1.3464	-0.14%"
"Sep 23, 2013	1.3493	1.3546	1.3556	1.3479	-0.23%"
"Sep 20, 2013	1.3524	1.3531	1.355	1.3498	-0.04%"
"Sep 19, 2013	1.353	1.3521	1.3569	1.35	0.06%"
"Sep 18, 2013	1.3522	1.3359	1.3542	1.3338	1.22%"
"Sep 17, 2013	1.3359	1.3334	1.3371	1.3326	0.19%"
"Sep 16, 2013	1.3334	1.3306	1.3386	1.3296	0.30%"
"Sep 13, 2013	1.3294	1.3299	1.3323	1.3255	-0.04%"
"Sep 12, 2013	1.3299	1.331	1.3326	1.3261	-0.10%"
"Sep 11, 2013	1.3312	1.327	1.3327	1.3245	0.33%"
"Sep 10, 2013	1.3268	1.3255	1.3276	1.323	0.10%"
"Sep 09, 2013	1.3255	1.3169	1.3281	1.3159	0.57%"
"Sep 06, 2013	1.318	1.3119	1.3189	1.3104	0.46%"
"Sep 05, 2013	1.312	1.3207	1.3223	1.311	-0.67%"
"Sep 04, 2013	1.3209	1.3171	1.322	1.3156	0.30%"
"Sep 03, 2013	1.317	1.3191	1.3198	1.3138	-0.17%"
"Sep 02, 2013	1.3192	1.3234	1.3238	1.3184	-0.23%"
"Aug 30, 2013	1.3222	1.3243	1.3256	1.3175	-0.14%"
"Aug 29, 2013	1.3241	1.3339	1.3344	1.3219	-0.74%"
"Aug 28, 2013	1.334	1.3393	1.3399	1.3306	-0.40%"
"Aug 27, 2013	1.3393	1.3368	1.34	1.3324	0.18%"
"Aug 26, 2013	1.3369	1.3382	1.3394	1.3356	-0.10%"
"Aug 23, 2013	1.3382	1.3356	1.341	1.3333	0.19%"
"Aug 22, 2013	1.3356	1.3355	1.3375	1.3299	-0.01%"
"Aug 21, 2013	1.3357	1.3416	1.3428	1.3335	-0.45%"
"Aug 20, 2013	1.3417	1.3336	1.3453	1.3323	0.61%"
"Aug 19, 2013	1.3335	1.3328	1.3376	1.3316	0.05%"
"Aug 16, 2013	1.3329	1.3346	1.338	1.331	-0.14%"
"Aug 15, 2013	1.3348	1.3256	1.3365	1.3207	0.69%"
"Aug 14, 2013	1.3256	1.3262	1.3279	1.3239	-0.05%"
"Aug 13, 2013	1.3262	1.3299	1.3317	1.3233	-0.29%"
"Aug 12, 2013	1.33	1.334	1.3346	1.3278	-0.32%"
"Aug 09, 2013	1.3343	1.338	1.3391	1.3333	-0.29%"
"Aug 08, 2013	1.3382	1.3338	1.3403	1.3329	0.34%"
"Aug 07, 2013	1.3337	1.3307	1.3347	1.3266	0.23%"
"Aug 06, 2013	1.3306	1.3258	1.3325	1.3245	0.36%"
"Aug 05, 2013	1.3258	1.3274	1.3302	1.3232	-0.19%"
"Aug 02, 2013	1.3283	1.3207	1.3295	1.319	0.58%"
"Aug 01, 2013	1.3207	1.3301	1.3311	1.3197	-0.71%"
"Jul 31, 2013	1.3302	1.3264	1.3346	1.3215	0.29%"
"Jul 30, 2013	1.3263	1.3262	1.3302	1.3234	0.01%"
"Jul 29, 2013	1.3262	1.3276	1.3297	1.3241	-0.13%"
"Jul 26, 2013	1.3279	1.3277	1.3297	1.3252	0.02%"
"Jul 25, 2013	1.3277	1.3199	1.3296	1.3165	0.58%"
"Jul 24, 2013	1.3201	1.3222	1.3256	1.3176	-0.17%"
"Jul 23, 2013	1.3224	1.3186	1.3241	1.3165	0.29%"
"Jul 22, 2013	1.3186	1.3142	1.322	1.3131	0.33%"
"Jul 19, 2013	1.3142	1.311	1.3154	1.3087	0.24%"
"Jul 18, 2013	1.311	1.3125	1.3128	1.3066	-0.11%"
"Jul 17, 2013	1.3125	1.3161	1.3177	1.3084	-0.28%"
"Jul 16, 2013	1.3162	1.3062	1.3175	1.3052	0.77%"
"Jul 15, 2013	1.3062	1.3066	1.3085	1.2994	-0.05%"
"Jul 12, 2013	1.3068	1.3097	1.3103	1.3	-0.21%"
"Jul 11, 2013	1.3096	1.298	1.3204	1.2965	0.92%"
"Jul 10, 2013	1.2976	1.2781	1.2985	1.2765	1.53%"
"Jul 09, 2013	1.2781	1.287	1.2899	1.2755	-0.69%"
"Jul 08, 2013	1.287	1.2825	1.2883	1.2809	0.30%"
"Jul 05, 2013	1.2832	1.2913	1.2918	1.2807	-0.63%"
"Jul 04, 2013	1.2913	1.3009	1.3024	1.2883	-0.74%"
"Jul 03, 2013	1.3009	1.2978	1.3032	1.2923	0.23%"
"Jul 02, 2013	1.2979	1.3065	1.308	1.2964	-0.65%"
"Jul 01, 2013	1.3064	1.3006	1.3067	1.3001	0.42%"
"Jun 28, 2013	1.301	1.3037	1.3105	1.2992	-0.21%"
"Jun 27, 2013	1.3037	1.3013	1.3058	1.3001	0.19%"
"Jun 26, 2013	1.3012	1.3081	1.3088	1.2984	-0.56%"
"Jun 25, 2013	1.3085	1.3118	1.3151	1.3064	-0.26%"
"Jun 24, 2013	1.3119	1.3117	1.3146	1.306	-0.03%"
"Jun 21, 2013	1.3123	1.3219	1.3254	1.3099	-0.73%"
"Jun 20, 2013	1.322	1.3296	1.3303	1.3163	-0.56%"
"Jun 19, 2013	1.3295	1.3392	1.3415	1.326	-0.74%"
"Jun 18, 2013	1.3394	1.3368	1.3416	1.3325	0.19%"
"Jun 17, 2013	1.3369	1.3342	1.3382	1.3317	0.16%"
"Jun 14, 2013	1.3347	1.3375	1.3376	1.3294	-0.21%"
"Jun 13, 2013	1.3375	1.3336	1.3391	1.3278	0.28%"
"Jun 12, 2013	1.3337	1.3314	1.3361	1.3266	0.17%"
"Jun 11, 2013	1.3315	1.3257	1.3318	1.3232	0.44%"
"Jun 10, 2013	1.3257	1.3207	1.327	1.3177	0.26%"
"Jun 07, 2013	1.3223	1.3246	1.3285	1.3191	-0.18%"
"Jun 06, 2013	1.3247	1.3095	1.3306	1.3075	1.17%"
"Jun 05, 2013	1.3094	1.3081	1.3115	1.3053	0.10%"
"Jun 04, 2013	1.3081	1.3077	1.3104	1.3043	0.04%"
"Jun 03, 2013	1.3076	1.2983	1.3108	1.2955	0.59%"
"May 31, 2013	1.2999	1.3053	1.3063	1.2947	-0.39%"
"May 30, 2013	1.305	1.294	1.3063	1.2934	0.84%"
"May 29, 2013	1.2941	1.2857	1.298	1.284	0.66%"
"May 28, 2013	1.2856	1.2929	1.2951	1.2849	-0.59%"
"May 27, 2013	1.2932	1.2928	1.2951	1.2917	0.00%"
"May 24, 2013	1.2932	1.2938	1.2998	1.2906	-0.03%"
"May 23, 2013	1.2936	1.2857	1.2956	1.2821	0.61%"
"May 22, 2013	1.2858	1.2906	1.3	1.2833	-0.37%"
"May 21, 2013	1.2906	1.2883	1.2934	1.2841	0.18%"
"May 20, 2013	1.2883	1.2811	1.2902	1.2803	0.34%"
"May 17, 2013	1.2839	1.2881	1.289	1.2796	-0.33%"
"May 16, 2013	1.2882	1.2886	1.293	1.2846	-0.04%"
"May 15, 2013	1.2887	1.2919	1.2943	1.2843	-0.26%"
"May 14, 2013	1.292	1.2976	1.303	1.2916	-0.43%"
"May 13, 2013	1.2976	1.2957	1.2999	1.2942	-0.13%"
"May 10, 2013	1.2993	1.3042	1.3051	1.2936	-0.38%"
"May 09, 2013	1.3043	1.3154	1.318	1.3011	-0.83%"
"May 08, 2013	1.3152	1.3079	1.3196	1.3072	0.56%"
"May 07, 2013	1.3079	1.3075	1.3133	1.3068	0.02%"
"May 06, 2013	1.3076	1.3115	1.3143	1.3054	-0.30%"
"May 03, 2013	1.3115	1.3065	1.316	1.3035	0.39%"
"May 02, 2013	1.3064	1.318	1.3216	1.3037	-0.88%"
"May 01, 2013	1.318	1.3169	1.3245	1.3161	0.10%"
"Apr 30, 2013	1.3167	1.3098	1.3186	1.3056	0.51%"
"Apr 29, 2013	1.31	1.3032	1.3117	1.3028	0.55%"
"Apr 26, 2013	1.3028	1.3013	1.3049	1.2992	0.12%"
"Apr 25, 2013	1.3013	1.3013	1.3094	1.2989	-0.02%"
"Apr 24, 2013	1.3016	1.2998	1.3035	1.2955	0.13%"
"Apr 23, 2013	1.2999	1.3066	1.3085	1.2973	-0.52%"
"Apr 22, 2013	1.3067	1.3079	1.3094	1.3015	0.11%"
"Apr 19, 2013	1.3052	1.305	1.3129	1.3046	0.00%"
"Apr 18, 2013	1.3052	1.3031	1.3098	1.3022	0.17%"
"Apr 17, 2013	1.303	1.3177	1.3203	1.3003	-1.12%"
"Apr 16, 2013	1.3178	1.3034	1.3203	1.3028	1.09%"
"Apr 15, 2013	1.3036	1.3134	1.3135	1.3023	-0.58%"
"Apr 12, 2013	1.3112	1.3098	1.3127	1.3037	0.07%"
"Apr 11, 2013	1.3103	1.3069	1.3139	1.3044	0.25%"
"Apr 10, 2013	1.307	1.3082	1.3123	1.3052	-0.09%"
"Apr 09, 2013	1.3082	1.3008	1.3104	1.3004	0.56%"
"Apr 08, 2013	1.3009	1.2975	1.3039	1.2963	0.15%"
"Apr 05, 2013	1.299	1.2936	1.3041	1.29	0.42%"
"Apr 04, 2013	1.2936	1.2849	1.295	1.2746	0.66%"
"Apr 03, 2013	1.2851	1.282	1.2865	1.279	0.24%"
"Apr 02, 2013	1.282	1.2847	1.2879	1.2809	-0.23%"
"Apr 01, 2013	1.2849	1.2814	1.2868	1.2771	0.23%"
"Mar 29, 2013	1.282	1.2816	1.2839	1.2793	0.03%"
"Mar 28, 2013	1.2816	1.278	1.2845	1.2755	0.28%"
"Mar 27, 2013	1.278	1.2862	1.2868	1.275	-0.63%"
"Mar 26, 2013	1.2861	1.2852	1.289	1.2828	0.07%"
"Mar 25, 2013	1.2852	1.2972	1.3049	1.283	-1.05%"
"Mar 22, 2013	1.2988	1.2898	1.3011	1.2889	0.70%"
"Mar 21, 2013	1.2898	1.2932	1.2956	1.288	-0.27%"
"Mar 20, 2013	1.2933	1.2881	1.2978	1.2854	0.39%"
"Mar 19, 2013	1.2883	1.2957	1.2971	1.2845	-0.56%"
"Mar 18, 2013	1.2956	1.2959	1.2997	1.2882	-0.92%"
"Mar 15, 2013	1.3076	1.3005	1.3109	1.2999	0.55%"
"Mar 14, 2013	1.3005	1.2961	1.3033	1.2911	0.34%"
"Mar 13, 2013	1.2961	1.3034	1.3065	1.2923	-0.56%"
"Mar 12, 2013	1.3034	1.3044	1.3076	1.2992	-0.08%"
"Mar 11, 2013	1.3045	1.2999	1.3054	1.298	0.30%"
"Mar 08, 2013	1.3006	1.3107	1.3136	1.2957	-0.76%"
"Mar 07, 2013	1.3106	1.2967	1.3121	1.2967	1.07%"
"Mar 06, 2013	1.2967	1.3053	1.3072	1.2963	-0.64%"
"Mar 05, 2013	1.3051	1.3026	1.3077	1.3009	0.19%"
"Mar 04, 2013	1.3026	1.3018	1.3032	1.2982	0.03%"
"Mar 01, 2013	1.3022	1.3055	1.3102	1.2967	-0.26%"
"Feb 28, 2013	1.3056	1.3138	1.3163	1.3051	-0.63%"
"Feb 27, 2013	1.3139	1.306	1.3148	1.3041	0.59%"
"Feb 26, 2013	1.3062	1.3062	1.3121	1.3018	0.00%"
"Feb 25, 2013	1.3062	1.3175	1.3319	1.3047	-0.97%"
"Feb 22, 2013	1.319	1.319	1.3247	1.3146	0.01%"
"Feb 21, 2013	1.3189	1.3283	1.3291	1.3161	-0.69%"
"Feb 20, 2013	1.3281	1.3387	1.3434	1.327	-0.80%"
"Feb 19, 2013	1.3388	1.3352	1.3397	1.3329	0.27%"
"Feb 18, 2013	1.3352	1.3357	1.3377	1.3321	-0.08%"
"Feb 15, 2013	1.3363	1.3363	1.3394	1.3306	0.01%"
"Feb 14, 2013	1.3361	1.3451	1.3456	1.3314	-0.68%"
"Feb 13, 2013	1.3453	1.3453	1.3521	1.3426	-0.01%"
"Feb 12, 2013	1.3454	1.3406	1.3476	1.3365	0.35%"
"Feb 11, 2013	1.3407	1.3359	1.3428	1.3325	0.31%"
"Feb 08, 2013	1.3365	1.3398	1.3431	1.3354	-0.23%"
"Feb 07, 2013	1.3396	1.3521	1.3577	1.3369	-0.94%"
"Feb 06, 2013	1.3523	1.3584	1.3598	1.3495	-0.45%"
"Feb 05, 2013	1.3584	1.3514	1.3599	1.3459	0.52%"
"Feb 04, 2013	1.3514	1.3642	1.3659	1.3504	-0.92%"
"Feb 01, 2013	1.364	1.3577	1.3712	1.3572	0.45%"
"Jan 31, 2013	1.3579	1.3567	1.3594	1.354	0.08%"
"Jan 30, 2013	1.3568	1.3491	1.3588	1.3481	0.56%"
"Jan 29, 2013	1.3493	1.3455	1.3498	1.3415	0.27%"
"Jan 28, 2013	1.3456	1.3464	1.3478	1.3424	-0.04%"
"Jan 25, 2013	1.3462	1.3377	1.3481	1.335	0.64%"
"Jan 24, 2013	1.3376	1.3319	1.3394	1.3287	0.44%"
"Jan 23, 2013	1.3318	1.3321	1.3356	1.3265	-0.02%"
"Jan 22, 2013	1.3321	1.3312	1.3373	1.3268	0.05%"
"Jan 21, 2013	1.3314	1.3321	1.3333	1.33	-0.04%"
"Jan 18, 2013	1.3319	1.3377	1.3403	1.3281	-0.43%"
"Jan 17, 2013	1.3377	1.3291	1.339	1.3271	0.65%"
"Jan 16, 2013	1.329	1.3304	1.3325	1.3257	-0.11%"
"Jan 15, 2013	1.3304	1.3382	1.3394	1.3268	-0.59%"
"Jan 14, 2013	1.3383	1.334	1.3404	1.3334	0.29%"
"Jan 11, 2013	1.3344	1.3272	1.3366	1.3248	0.55%"
"Jan 10, 2013	1.3271	1.3065	1.3273	1.3039	1.58%"
"Jan 09, 2013	1.3064	1.3081	1.3096	1.3037	-0.15%"
"Jan 08, 2013	1.3083	1.3116	1.3142	1.3058	-0.26%"
"Jan 07, 2013	1.3117	1.3072	1.3121	1.3018	0.37%"
"Jan 04, 2013	1.3069	1.3048	1.3091	1.2999	0.16%"
"Jan 03, 2013	1.3048	1.3187	1.3192	1.3046	-1.05%"
"Jan 02, 2013	1.3186	1.3205	1.3302	1.3157	-0.14%"
"Jan 01, 2013	1.3205	1.3194	1.322	1.318	0.07%"
"Dec 31, 2012	1.3196	1.3214	1.3236	1.3173	-0.15%"
"Dec 28, 2012	1.3216	1.3236	1.3258	1.3167	-0.15%"
"Dec 27, 2012	1.3236	1.3225	1.3285	1.3201	0.09%"
"Dec 26, 2012	1.3224	1.3183	1.3255	1.317	0.31%"
"Dec 25, 2012	1.3183	1.3184	1.3208	1.317	-0.02%"
"Dec 24, 2012	1.3186	1.3188	1.3234	1.3167	-0.02%"
"Dec 21, 2012	1.3188	1.3245	1.3255	1.3159	-0.42%"
"Dec 20, 2012	1.3244	1.3228	1.3297	1.3189	0.12%"
"Dec 19, 2012	1.3228	1.323	1.331	1.3222	-0.02%"
"Dec 18, 2012	1.323	1.3164	1.3239	1.3155	0.49%"
"Dec 17, 2012	1.3165	1.319	1.3192	1.3144	0.02%"
"Dec 14, 2012	1.3163	1.3079	1.3175	1.3067	0.65%"
"Dec 13, 2012	1.3078	1.3074	1.3102	1.3041	0.03%"
"Dec 12, 2012	1.3074	1.3007	1.3098	1.2994	0.52%"
"Dec 11, 2012	1.3006	1.2942	1.3016	1.2929	0.50%"
"Dec 10, 2012	1.2941	1.2901	1.2947	1.2879	0.11%"
"Dec 07, 2012	1.2927	1.2969	1.2974	1.2881	-0.32%"
"Dec 06, 2012	1.2968	1.3068	1.3088	1.2949	-0.77%"
"Dec 05, 2012	1.3068	1.3095	1.3128	1.3061	-0.20%"
"Dec 04, 2012	1.3094	1.3053	1.3109	1.3045	0.31%"
"Dec 03, 2012	1.3054	1.2984	1.3077	1.2972	0.52%"
"Nov 30, 2012	1.2986	1.2978	1.3028	1.2969	0.06%"
"Nov 29, 2012	1.2978	1.2952	1.3014	1.2938	0.19%"
"Nov 28, 2012	1.2953	1.2944	1.2956	1.288	0.06%"
"Nov 27, 2012	1.2945	1.297	1.301	1.2915	-0.22%"
"Nov 26, 2012	1.2973	1.2972	1.2985	1.2943	-0.02%"
"Nov 23, 2012	1.2976	1.2883	1.2992	1.2868	0.72%"
"Nov 22, 2012	1.2883	1.2828	1.2902	1.2826	0.42%"
"Nov 21, 2012	1.2829	1.2817	1.2833	1.2734	0.09%"
"Nov 20, 2012	1.2818	1.2813	1.283	1.2765	0.04%"
"Nov 19, 2012	1.2813	1.2739	1.2822	1.2731	0.54%"
"Nov 16, 2012	1.2744	1.278	1.2788	1.2689	-0.28%"
"Nov 15, 2012	1.278	1.2736	1.2803	1.2717	0.35%"
"Nov 14, 2012	1.2736	1.2706	1.2778	1.27	0.25%"
"Nov 13, 2012	1.2704	1.2709	1.2728	1.2662	-0.05%"
"Nov 12, 2012	1.271	1.2712	1.2742	1.2698	0.01%"
"Nov 09, 2012	1.2709	1.2747	1.279	1.2689	-0.30%"
"Nov 08, 2012	1.2747	1.2771	1.2782	1.2718	-0.19%"
"Nov 07, 2012	1.2771	1.2813	1.2877	1.2735	-0.34%"
"Nov 06, 2012	1.2814	1.2795	1.2828	1.2763	0.13%"
"Nov 05, 2012	1.2797	1.2812	1.2843	1.2767	-0.31%"
"Nov 02, 2012	1.2837	1.2942	1.2952	1.282	-0.81%"
"Nov 01, 2012	1.2942	1.2959	1.2982	1.2923	-0.14%"
"Oct 31, 2012	1.296	1.2961	1.3023	1.2946	0.01%"
"Oct 30, 2012	1.2959	1.2904	1.2986	1.2887	0.43%"
"Oct 29, 2012	1.2904	1.2948	1.2967	1.2885	-0.29%"
"Oct 26, 2012	1.2942	1.2934	1.2959	1.2883	0.06%"
"Oct 25, 2012	1.2934	1.2973	1.3024	1.2926	-0.31%"
"Oct 24, 2012	1.2974	1.2986	1.2999	1.2921	-0.09%"
"Oct 23, 2012	1.2986	1.306	1.3077	1.2952	-0.57%"
"Oct 22, 2012	1.306	1.3013	1.3085	1.3011	0.29%"
"Oct 19, 2012	1.3022	1.3065	1.3078	1.3012	-0.34%"
"Oct 18, 2012	1.3066	1.3119	1.3129	1.3055	-0.40%"
"Oct 17, 2012	1.3119	1.3054	1.3141	1.3053	0.50%"
"Oct 16, 2012	1.3054	1.295	1.3062	1.2943	0.80%"
"Oct 15, 2012	1.295	1.2957	1.298	1.2891	0.00%"
"Oct 12, 2012	1.295	1.2927	1.2992	1.2921	0.18%"
"Oct 11, 2012	1.2927	1.2875	1.2954	1.2826	0.40%"
"Oct 10, 2012	1.2875	1.2885	1.2914	1.2835	-0.08%"
"Oct 09, 2012	1.2885	1.297	1.2991	1.2858	-0.66%"
"Oct 08, 2012	1.297	1.303	1.3036	1.2936	-0.49%"
"Oct 05, 2012	1.3034	1.3018	1.3072	1.2993	0.12%"
"Oct 04, 2012	1.3018	1.2905	1.3032	1.2901	0.87%"
"Oct 03, 2012	1.2906	1.2919	1.2938	1.2877	-0.11%"
"Oct 02, 2012	1.292	1.2888	1.2969	1.288	0.24%"
"Oct 01, 2012	1.2889	1.2859	1.294	1.2803	0.24%"
"Sep 28, 2012	1.2858	1.2912	1.2959	1.2837	-0.43%"
"Sep 27, 2012	1.2914	1.2871	1.2929	1.2828	0.33%"
"Sep 26, 2012	1.2872	1.2899	1.2913	1.2835	-0.22%"
"Sep 25, 2012	1.29	1.2933	1.2973	1.2887	-0.24%"
"Sep 24, 2012	1.2931	1.2981	1.299	1.289	-0.38%"
"Sep 21, 2012	1.298	1.2969	1.3047	1.2954	0.08%"
"Sep 20, 2012	1.2969	1.3049	1.306	1.292	-0.61%"
"Sep 19, 2012	1.3048	1.3046	1.3086	1.2992	0.00%"
"Sep 18, 2012	1.3048	1.3118	1.3122	1.3028	-0.53%"
"Sep 17, 2012	1.3117	1.3127	1.317	1.3083	-0.08%"
"Sep 14, 2012	1.3127	1.299	1.3171	1.298	1.06%"
"Sep 13, 2012	1.2989	1.29	1.3002	1.2857	0.69%"
"Sep 12, 2012	1.29	1.2855	1.2937	1.2816	0.35%"
"Sep 11, 2012	1.2855	1.2757	1.2872	1.2754	0.75%"
"Sep 10, 2012	1.2759	1.2807	1.2813	1.2755	-0.44%"
"Sep 07, 2012	1.2816	1.2631	1.2818	1.2626	1.46%"
"Sep 06, 2012	1.2631	1.2603	1.2652	1.2562	0.24%"
"Sep 05, 2012	1.2601	1.2567	1.2626	1.2502	0.27%"
"Sep 04, 2012	1.2567	1.2593	1.263	1.2557	-0.21%"
"Sep 03, 2012	1.2594	1.2567	1.2611	1.2556	0.14%"
"Aug 31, 2012	1.2577	1.2506	1.2638	1.2493	0.57%"
"Aug 30, 2012	1.2506	1.2531	1.2565	1.2488	-0.18%"
"Aug 29, 2012	1.2529	1.2565	1.2574	1.2517	-0.29%"
"Aug 28, 2012	1.2565	1.2498	1.2576	1.2464	0.52%"
"Aug 27, 2012	1.25	1.2511	1.2536	1.2489	-0.10%"
"Aug 24, 2012	1.2513	1.2563	1.2569	1.2483	-0.41%"
"Aug 23, 2012	1.2564	1.2528	1.2591	1.2524	0.29%"
"Aug 22, 2012	1.2528	1.2473	1.254	1.2431	0.45%"
"Aug 21, 2012	1.2472	1.2347	1.249	1.2342	1.04%"
"Aug 20, 2012	1.2344	1.2344	1.2369	1.2294	0.08%"
"Aug 17, 2012	1.2334	1.2355	1.2382	1.2288	-0.17%"
"Aug 16, 2012	1.2355	1.2292	1.2374	1.2256	0.54%"
"Aug 15, 2012	1.2289	1.2322	1.2344	1.2263	-0.27%"
"Aug 14, 2012	1.2322	1.2332	1.2386	1.2316	-0.08%"
"Aug 13, 2012	1.2332	1.228	1.2374	1.226	0.34%"
"Aug 10, 2012	1.229	1.2306	1.2317	1.2239	-0.13%"
"Aug 09, 2012	1.2306	1.2367	1.2388	1.2266	-0.48%"
"Aug 08, 2012	1.2365	1.2401	1.2403	1.2327	-0.29%"
"Aug 07, 2012	1.2401	1.2401	1.2442	1.2375	0.00%"
"Aug 06, 2012	1.2401	1.2379	1.2444	1.2341	0.11%"
"Aug 03, 2012	1.2387	1.218	1.2394	1.2166	1.70%"
"Aug 02, 2012	1.218	1.2224	1.2405	1.2132	-0.38%"
"Aug 01, 2012	1.2226	1.2304	1.2338	1.2218	-0.63%"
"Jul 31, 2012	1.2304	1.2262	1.233	1.2247	0.36%"
"Jul 30, 2012	1.226	1.234	1.234	1.2224	-0.48%"
"Jul 27, 2012	1.2319	1.2283	1.239	1.2241	0.29%"
"Jul 26, 2012	1.2283	1.2159	1.233	1.2117	1.02%"
"Jul 25, 2012	1.2159	1.206	1.2172	1.2052	0.82%"
"Jul 24, 2012	1.206	1.2116	1.2138	1.2041	-0.45%"
"Jul 23, 2012	1.2115	1.2119	1.2146	1.2069	-0.35%"
"Jul 20, 2012	1.2157	1.2279	1.2283	1.2144	-1.00%"
"Jul 19, 2012	1.228	1.2284	1.2322	1.2228	-0.03%"
"Jul 18, 2012	1.2284	1.2296	1.2307	1.2216	-0.08%"
"Jul 17, 2012	1.2294	1.2273	1.2317	1.2188	0.17%"
"Jul 16, 2012	1.2273	1.2255	1.2291	1.2174	0.17%"
"Jul 13, 2012	1.2252	1.2197	1.2258	1.2161	0.44%"
"Jul 12, 2012	1.2198	1.2239	1.225	1.2167	-0.33%"
"Jul 11, 2012	1.2239	1.2252	1.2298	1.2213	-0.11%"
