DateKey,DateAltKey,CalendarYear,CalendarQuarter,MonthOfYear,MonthName,DayOfMonth,DayOfWeek,DayName,FiscalYear,FiscalQuarter
20180619,2018-06-19 00:00:00.000,2018,2,6,June,19,3,Tuesday,2018,4
20180620,2018-06-20 00:00:00.000,2018,2,6,June,20,4,Wednesday,2018,4
20180621,2018-06-21 00:00:00.000,2018,2,6,June,21,5,Thursday,2018,4
20180622,2018-06-22 00:00:00.000,2018,2,6,June,22,6,Friday,2018,4
20180623,2018-06-23 00:00:00.000,2018,2,6,June,23,7,Saturday,2018,4
20180624,2018-06-24 00:00:00.000,2018,2,6,June,24,1,Sunday,2018,4
20180625,2018-06-25 00:00:00.000,2018,2,6,June,25,2,Monday,2018,4
20180626,2018-06-26 00:00:00.000,2018,2,6,June,26,3,Tuesday,2018,4
20180627,2018-06-27 00:00:00.000,2018,2,6,June,27,4,Wednesday,2018,4
20180628,2018-06-28 00:00:00.000,2018,2,6,June,28,5,Thursday,2018,4
20180629,2018-06-29 00:00:00.000,2018,2,6,June,29,6,Friday,2018,4
20180630,2018-06-30 00:00:00.000,2018,2,6,June,30,7,Saturday,2018,4
20180701,2018-07-01 00:00:00.000,2018,3,7,July,1,1,Sunday,2019,1
20180702,2018-07-02 00:00:00.000,2018,3,7,July,2,2,Monday,2019,1
20180703,2018-07-03 00:00:00.000,2018,3,7,July,3,3,Tuesday,2019,1
20180704,2018-07-04 00:00:00.000,2018,3,7,July,4,4,Wednesday,2019,1
20180705,2018-07-05 00:00:00.000,2018,3,7,July,5,5,Thursday,2019,1
20180706,2018-07-06 00:00:00.000,2018,3,7,July,6,6,Friday,2019,1
20180707,2018-07-07 00:00:00.000,2018,3,7,July,7,7,Saturday,2019,1
20180708,2018-07-08 00:00:00.000,2018,3,7,July,8,1,Sunday,2019,1
20180709,2018-07-09 00:00:00.000,2018,3,7,July,9,2,Monday,2019,1
20180710,2018-07-10 00:00:00.000,2018,3,7,July,10,3,Tuesday,2019,1
20180711,2018-07-11 00:00:00.000,2018,3,7,July,11,4,Wednesday,2019,1
20180712,2018-07-12 00:00:00.000,2018,3,7,July,12,5,Thursday,2019,1
20180713,2018-07-13 00:00:00.000,2018,3,7,July,13,6,Friday,2019,1
20180714,2018-07-14 00:00:00.000,2018,3,7,July,14,7,Saturday,2019,1
20180715,2018-07-15 00:00:00.000,2018,3,7,July,15,1,Sunday,2019,1
20180716,2018-07-16 00:00:00.000,2018,3,7,July,16,2,Monday,2019,1
20180717,2018-07-17 00:00:00.000,2018,3,7,July,17,3,Tuesday,2019,1
20180718,2018-07-18 00:00:00.000,2018,3,7,July,18,4,Wednesday,2019,1
20180719,2018-07-19 00:00:00.000,2018,3,7,July,19,5,Thursday,2019,1
20180720,2018-07-20 00:00:00.000,2018,3,7,July,20,6,Friday,2019,1
20180721,2018-07-21 00:00:00.000,2018,3,7,July,21,7,Saturday,2019,1
20180722,2018-07-22 00:00:00.000,2018,3,7,July,22,1,Sunday,2019,1
20180723,2018-07-23 00:00:00.000,2018,3,7,July,23,2,Monday,2019,1
20180724,2018-07-24 00:00:00.000,2018,3,7,July,24,3,Tuesday,2019,1
20180725,2018-07-25 00:00:00.000,2018,3,7,July,25,4,Wednesday,2019,1
20180726,2018-07-26 00:00:00.000,2018,3,7,July,26,5,Thursday,2019,1
20180727,2018-07-27 00:00:00.000,2018,3,7,July,27,6,Friday,2019,1
20180728,2018-07-28 00:00:00.000,2018,3,7,July,28,7,Saturday,2019,1
20180729,2018-07-29 00:00:00.000,2018,3,7,July,29,1,Sunday,2019,1
20180730,2018-07-30 00:00:00.000,2018,3,7,July,30,2,Monday,2019,1
20180731,2018-07-31 00:00:00.000,2018,3,7,July,31,3,Tuesday,2019,1
20180801,2018-08-01 00:00:00.000,2018,3,8,August,1,4,Wednesday,2019,1
20180802,2018-08-02 00:00:00.000,2018,3,8,August,2,5,Thursday,2019,1
20180803,2018-08-03 00:00:00.000,2018,3,8,August,3,6,Friday,2019,1
20180804,2018-08-04 00:00:00.000,2018,3,8,August,4,7,Saturday,2019,1
20180805,2018-08-05 00:00:00.000,2018,3,8,August,5,1,Sunday,2019,1
20180806,2018-08-06 00:00:00.000,2018,3,8,August,6,2,Monday,2019,1
20180807,2018-08-07 00:00:00.000,2018,3,8,August,7,3,Tuesday,2019,1
20180808,2018-08-08 00:00:00.000,2018,3,8,August,8,4,Wednesday,2019,1
20180809,2018-08-09 00:00:00.000,2018,3,8,August,9,5,Thursday,2019,1
20180810,2018-08-10 00:00:00.000,2018,3,8,August,10,6,Friday,2019,1
20180811,2018-08-11 00:00:00.000,2018,3,8,August,11,7,Saturday,2019,1
20180812,2018-08-12 00:00:00.000,2018,3,8,August,12,1,Sunday,2019,1
20180813,2018-08-13 00:00:00.000,2018,3,8,August,13,2,Monday,2019,1
20180814,2018-08-14 00:00:00.000,2018,3,8,August,14,3,Tuesday,2019,1
20180815,2018-08-15 00:00:00.000,2018,3,8,August,15,4,Wednesday,2019,1
20180816,2018-08-16 00:00:00.000,2018,3,8,August,16,5,Thursday,2019,1
20180817,2018-08-17 00:00:00.000,2018,3,8,August,17,6,Friday,2019,1
20180818,2018-08-18 00:00:00.000,2018,3,8,August,18,7,Saturday,2019,1
20180819,2018-08-19 00:00:00.000,2018,3,8,August,19,1,Sunday,2019,1
20180820,2018-08-20 00:00:00.000,2018,3,8,August,20,2,Monday,2019,1
20180821,2018-08-21 00:00:00.000,2018,3,8,August,21,3,Tuesday,2019,1
20180822,2018-08-22 00:00:00.000,2018,3,8,August,22,4,Wednesday,2019,1
20180823,2018-08-23 00:00:00.000,2018,3,8,August,23,5,Thursday,2019,1
20180824,2018-08-24 00:00:00.000,2018,3,8,August,24,6,Friday,2019,1
20180825,2018-08-25 00:00:00.000,2018,3,8,August,25,7,Saturday,2019,1
20180826,2018-08-26 00:00:00.000,2018,3,8,August,26,1,Sunday,2019,1
20180827,2018-08-27 00:00:00.000,2018,3,8,August,27,2,Monday,2019,1
20180828,2018-08-28 00:00:00.000,2018,3,8,August,28,3,Tuesday,2019,1
20180829,2018-08-29 00:00:00.000,2018,3,8,August,29,4,Wednesday,2019,1
20180830,2018-08-30 00:00:00.000,2018,3,8,August,30,5,Thursday,2019,1
20180831,2018-08-31 00:00:00.000,2018,3,8,August,31,6,Friday,2019,1
20180901,2018-09-01 00:00:00.000,2018,3,9,September,1,7,Saturday,2019,1
20180902,2018-09-02 00:00:00.000,2018,3,9,September,2,1,Sunday,2019,1
20180903,2018-09-03 00:00:00.000,2018,3,9,September,3,2,Monday,2019,1
20180904,2018-09-04 00:00:00.000,2018,3,9,September,4,3,Tuesday,2019,1
20180905,2018-09-05 00:00:00.000,2018,3,9,September,5,4,Wednesday,2019,1
20180906,2018-09-06 00:00:00.000,2018,3,9,September,6,5,Thursday,2019,1
20180907,2018-09-07 00:00:00.000,2018,3,9,September,7,6,Friday,2019,1
20180908,2018-09-08 00:00:00.000,2018,3,9,September,8,7,Saturday,2019,1
20180909,2018-09-09 00:00:00.000,2018,3,9,September,9,1,Sunday,2019,1
20180910,2018-09-10 00:00:00.000,2018,3,9,September,10,2,Monday,2019,1
20180911,2018-09-11 00:00:00.000,2018,3,9,September,11,3,Tuesday,2019,1
20180912,2018-09-12 00:00:00.000,2018,3,9,September,12,4,Wednesday,2019,1
20180913,2018-09-13 00:00:00.000,2018,3,9,September,13,5,Thursday,2019,1
20180914,2018-09-14 00:00:00.000,2018,3,9,September,14,6,Friday,2019,1
20180915,2018-09-15 00:00:00.000,2018,3,9,September,15,7,Saturday,2019,1
20180916,2018-09-16 00:00:00.000,2018,3,9,September,16,1,Sunday,2019,1
20180917,2018-09-17 00:00:00.000,2018,3,9,September,17,2,Monday,2019,1
20180918,2018-09-18 00:00:00.000,2018,3,9,September,18,3,Tuesday,2019,1
20180919,2018-09-19 00:00:00.000,2018,3,9,September,19,4,Wednesday,2019,1
20180920,2018-09-20 00:00:00.000,2018,3,9,September,20,5,Thursday,2019,1
20180921,2018-09-21 00:00:00.000,2018,3,9,September,21,6,Friday,2019,1
20180922,2018-09-22 00:00:00.000,2018,3,9,September,22,7,Saturday,2019,1
20180923,2018-09-23 00:00:00.000,2018,3,9,September,23,1,Sunday,2019,1
20180924,2018-09-24 00:00:00.000,2018,3,9,September,24,2,Monday,2019,1
20180925,2018-09-25 00:00:00.000,2018,3,9,September,25,3,Tuesday,2019,1
20180926,2018-09-26 00:00:00.000,2018,3,9,September,26,4,Wednesday,2019,1
20180927,2018-09-27 00:00:00.000,2018,3,9,September,27,5,Thursday,2019,1
20180928,2018-09-28 00:00:00.000,2018,3,9,September,28,6,Friday,2019,1
20180929,2018-09-29 00:00:00.000,2018,3,9,September,29,7,Saturday,2019,1
20180930,2018-09-30 00:00:00.000,2018,3,9,September,30,1,Sunday,2019,1
20181001,2018-10-01 00:00:00.000,2018,4,10,October,1,2,Monday,2019,2
20181002,2018-10-02 00:00:00.000,2018,4,10,October,2,3,Tuesday,2019,2
20181003,2018-10-03 00:00:00.000,2018,4,10,October,3,4,Wednesday,2019,2
20181004,2018-10-04 00:00:00.000,2018,4,10,October,4,5,Thursday,2019,2
20181005,2018-10-05 00:00:00.000,2018,4,10,October,5,6,Friday,2019,2
20181006,2018-10-06 00:00:00.000,2018,4,10,October,6,7,Saturday,2019,2
20181007,2018-10-07 00:00:00.000,2018,4,10,October,7,1,Sunday,2019,2
20181008,2018-10-08 00:00:00.000,2018,4,10,October,8,2,Monday,2019,2
20181009,2018-10-09 00:00:00.000,2018,4,10,October,9,3,Tuesday,2019,2
20181010,2018-10-10 00:00:00.000,2018,4,10,October,10,4,Wednesday,2019,2
20181011,2018-10-11 00:00:00.000,2018,4,10,October,11,5,Thursday,2019,2
20181012,2018-10-12 00:00:00.000,2018,4,10,October,12,6,Friday,2019,2
20181013,2018-10-13 00:00:00.000,2018,4,10,October,13,7,Saturday,2019,2
20181014,2018-10-14 00:00:00.000,2018,4,10,October,14,1,Sunday,2019,2
20181015,2018-10-15 00:00:00.000,2018,4,10,October,15,2,Monday,2019,2
20181016,2018-10-16 00:00:00.000,2018,4,10,October,16,3,Tuesday,2019,2
20181017,2018-10-17 00:00:00.000,2018,4,10,October,17,4,Wednesday,2019,2
20181018,2018-10-18 00:00:00.000,2018,4,10,October,18,5,Thursday,2019,2
20181019,2018-10-19 00:00:00.000,2018,4,10,October,19,6,Friday,2019,2
20181020,2018-10-20 00:00:00.000,2018,4,10,October,20,7,Saturday,2019,2
20181021,2018-10-21 00:00:00.000,2018,4,10,October,21,1,Sunday,2019,2
20181022,2018-10-22 00:00:00.000,2018,4,10,October,22,2,Monday,2019,2
20181023,2018-10-23 00:00:00.000,2018,4,10,October,23,3,Tuesday,2019,2
20181024,2018-10-24 00:00:00.000,2018,4,10,October,24,4,Wednesday,2019,2
20181025,2018-10-25 00:00:00.000,2018,4,10,October,25,5,Thursday,2019,2
20181026,2018-10-26 00:00:00.000,2018,4,10,October,26,6,Friday,2019,2
20181027,2018-10-27 00:00:00.000,2018,4,10,October,27,7,Saturday,2019,2
20181028,2018-10-28 00:00:00.000,2018,4,10,October,28,1,Sunday,2019,2
20181029,2018-10-29 00:00:00.000,2018,4,10,October,29,2,Monday,2019,2
20181030,2018-10-30 00:00:00.000,2018,4,10,October,30,3,Tuesday,2019,2
20181031,2018-10-31 00:00:00.000,2018,4,10,October,31,4,Wednesday,2019,2
20181101,2018-11-01 00:00:00.000,2018,4,11,November,1,5,Thursday,2019,2
20181102,2018-11-02 00:00:00.000,2018,4,11,November,2,6,Friday,2019,2
20120708,2012-07-08 00:00:00.000,2012,3,7,July,8,1,Sunday,2013,1
20120709,2012-07-09 00:00:00.000,2012,3,7,July,9,2,Monday,2013,1
20120710,2012-07-10 00:00:00.000,2012,3,7,July,10,3,Tuesday,2013,1
20120711,2012-07-11 00:00:00.000,2012,3,7,July,11,4,Wednesday,2013,1
20120712,2012-07-12 00:00:00.000,2012,3,7,July,12,5,Thursday,2013,1
20120713,2012-07-13 00:00:00.000,2012,3,7,July,13,6,Friday,2013,1
20120714,2012-07-14 00:00:00.000,2012,3,7,July,14,7,Saturday,2013,1
20120715,2012-07-15 00:00:00.000,2012,3,7,July,15,1,Sunday,2013,1
20120716,2012-07-16 00:00:00.000,2012,3,7,July,16,2,Monday,2013,1
20120717,2012-07-17 00:00:00.000,2012,3,7,July,17,3,Tuesday,2013,1
20120718,2012-07-18 00:00:00.000,2012,3,7,July,18,4,Wednesday,2013,1
20120719,2012-07-19 00:00:00.000,2012,3,7,July,19,5,Thursday,2013,1
20120720,2012-07-20 00:00:00.000,2012,3,7,July,20,6,Friday,2013,1
20120721,2012-07-21 00:00:00.000,2012,3,7,July,21,7,Saturday,2013,1
20120722,2012-07-22 00:00:00.000,2012,3,7,July,22,1,Sunday,2013,1
20120723,2012-07-23 00:00:00.000,2012,3,7,July,23,2,Monday,2013,1
20120724,2012-07-24 00:00:00.000,2012,3,7,July,24,3,Tuesday,2013,1
20120725,2012-07-25 00:00:00.000,2012,3,7,July,25,4,Wednesday,2013,1
20120726,2012-07-26 00:00:00.000,2012,3,7,July,26,5,Thursday,2013,1
20120727,2012-07-27 00:00:00.000,2012,3,7,July,27,6,Friday,2013,1
20120728,2012-07-28 00:00:00.000,2012,3,7,July,28,7,Saturday,2013,1
20120729,2012-07-29 00:00:00.000,2012,3,7,July,29,1,Sunday,2013,1
20120730,2012-07-30 00:00:00.000,2012,3,7,July,30,2,Monday,2013,1
20120731,2012-07-31 00:00:00.000,2012,3,7,July,31,3,Tuesday,2013,1
20120801,2012-08-01 00:00:00.000,2012,3,8,August,1,4,Wednesday,2013,1
20120802,2012-08-02 00:00:00.000,2012,3,8,August,2,5,Thursday,2013,1
20120803,2012-08-03 00:00:00.000,2012,3,8,August,3,6,Friday,2013,1
20120804,2012-08-04 00:00:00.000,2012,3,8,August,4,7,Saturday,2013,1
20120805,2012-08-05 00:00:00.000,2012,3,8,August,5,1,Sunday,2013,1
20120806,2012-08-06 00:00:00.000,2012,3,8,August,6,2,Monday,2013,1
20120807,2012-08-07 00:00:00.000,2012,3,8,August,7,3,Tuesday,2013,1
20120808,2012-08-08 00:00:00.000,2012,3,8,August,8,4,Wednesday,2013,1
20120809,2012-08-09 00:00:00.000,2012,3,8,August,9,5,Thursday,2013,1
20120810,2012-08-10 00:00:00.000,2012,3,8,August,10,6,Friday,2013,1
20120811,2012-08-11 00:00:00.000,2012,3,8,August,11,7,Saturday,2013,1
20120812,2012-08-12 00:00:00.000,2012,3,8,August,12,1,Sunday,2013,1
20120813,2012-08-13 00:00:00.000,2012,3,8,August,13,2,Monday,2013,1
20120814,2012-08-14 00:00:00.000,2012,3,8,August,14,3,Tuesday,2013,1
20120815,2012-08-15 00:00:00.000,2012,3,8,August,15,4,Wednesday,2013,1
20120816,2012-08-16 00:00:00.000,2012,3,8,August,16,5,Thursday,2013,1
20120817,2012-08-17 00:00:00.000,2012,3,8,August,17,6,Friday,2013,1
20120818,2012-08-18 00:00:00.000,2012,3,8,August,18,7,Saturday,2013,1
20120819,2012-08-19 00:00:00.000,2012,3,8,August,19,1,Sunday,2013,1
20120820,2012-08-20 00:00:00.000,2012,3,8,August,20,2,Monday,2013,1
20120821,2012-08-21 00:00:00.000,2012,3,8,August,21,3,Tuesday,2013,1
20120822,2012-08-22 00:00:00.000,2012,3,8,August,22,4,Wednesday,2013,1
20120823,2012-08-23 00:00:00.000,2012,3,8,August,23,5,Thursday,2013,1
20120824,2012-08-24 00:00:00.000,2012,3,8,August,24,6,Friday,2013,1
20120825,2012-08-25 00:00:00.000,2012,3,8,August,25,7,Saturday,2013,1
20120826,2012-08-26 00:00:00.000,2012,3,8,August,26,1,Sunday,2013,1
20120827,2012-08-27 00:00:00.000,2012,3,8,August,27,2,Monday,2013,1
20120828,2012-08-28 00:00:00.000,2012,3,8,August,28,3,Tuesday,2013,1
20120829,2012-08-29 00:00:00.000,2012,3,8,August,29,4,Wednesday,2013,1
20120830,2012-08-30 00:00:00.000,2012,3,8,August,30,5,Thursday,2013,1
20120831,2012-08-31 00:00:00.000,2012,3,8,August,31,6,Friday,2013,1
20120901,2012-09-01 00:00:00.000,2012,3,9,September,1,7,Saturday,2013,1
20120902,2012-09-02 00:00:00.000,2012,3,9,September,2,1,Sunday,2013,1
20120903,2012-09-03 00:00:00.000,2012,3,9,September,3,2,Monday,2013,1
20120904,2012-09-04 00:00:00.000,2012,3,9,September,4,3,Tuesday,2013,1
20120905,2012-09-05 00:00:00.000,2012,3,9,September,5,4,Wednesday,2013,1
20120906,2012-09-06 00:00:00.000,2012,3,9,September,6,5,Thursday,2013,1
20120907,2012-09-07 00:00:00.000,2012,3,9,September,7,6,Friday,2013,1
20120908,2012-09-08 00:00:00.000,2012,3,9,September,8,7,Saturday,2013,1
20120909,2012-09-09 00:00:00.000,2012,3,9,September,9,1,Sunday,2013,1
20120910,2012-09-10 00:00:00.000,2012,3,9,September,10,2,Monday,2013,1
20120911,2012-09-11 00:00:00.000,2012,3,9,September,11,3,Tuesday,2013,1
20120912,2012-09-12 00:00:00.000,2012,3,9,September,12,4,Wednesday,2013,1
20120913,2012-09-13 00:00:00.000,2012,3,9,September,13,5,Thursday,2013,1
20120914,2012-09-14 00:00:00.000,2012,3,9,September,14,6,Friday,2013,1
20120915,2012-09-15 00:00:00.000,2012,3,9,September,15,7,Saturday,2013,1
20120916,2012-09-16 00:00:00.000,2012,3,9,September,16,1,Sunday,2013,1
20120917,2012-09-17 00:00:00.000,2012,3,9,September,17,2,Monday,2013,1
20120918,2012-09-18 00:00:00.000,2012,3,9,September,18,3,Tuesday,2013,1
20120919,2012-09-19 00:00:00.000,2012,3,9,September,19,4,Wednesday,2013,1
20120920,2012-09-20 00:00:00.000,2012,3,9,September,20,5,Thursday,2013,1
20120921,2012-09-21 00:00:00.000,2012,3,9,September,21,6,Friday,2013,1
20120922,2012-09-22 00:00:00.000,2012,3,9,September,22,7,Saturday,2013,1
20120923,2012-09-23 00:00:00.000,2012,3,9,September,23,1,Sunday,2013,1
20120924,2012-09-24 00:00:00.000,2012,3,9,September,24,2,Monday,2013,1
20120925,2012-09-25 00:00:00.000,2012,3,9,September,25,3,Tuesday,2013,1
20120926,2012-09-26 00:00:00.000,2012,3,9,September,26,4,Wednesday,2013,1
20120927,2012-09-27 00:00:00.000,2012,3,9,September,27,5,Thursday,2013,1
20120928,2012-09-28 00:00:00.000,2012,3,9,September,28,6,Friday,2013,1
20120929,2012-09-29 00:00:00.000,2012,3,9,September,29,7,Saturday,2013,1
20120930,2012-09-30 00:00:00.000,2012,3,9,September,30,1,Sunday,2013,1
20121001,2012-10-01 00:00:00.000,2012,4,10,October,1,2,Monday,2013,2
20121002,2012-10-02 00:00:00.000,2012,4,10,October,2,3,Tuesday,2013,2
20121003,2012-10-03 00:00:00.000,2012,4,10,October,3,4,Wednesday,2013,2
20121004,2012-10-04 00:00:00.000,2012,4,10,October,4,5,Thursday,2013,2
20121005,2012-10-05 00:00:00.000,2012,4,10,October,5,6,Friday,2013,2
20121006,2012-10-06 00:00:00.000,2012,4,10,October,6,7,Saturday,2013,2
20121007,2012-10-07 00:00:00.000,2012,4,10,October,7,1,Sunday,2013,2
20121008,2012-10-08 00:00:00.000,2012,4,10,October,8,2,Monday,2013,2
20121010,2012-10-10 00:00:00.000,2012,4,10,October,10,4,Wednesday,2013,2
20121011,2012-10-11 00:00:00.000,2012,4,10,October,11,5,Thursday,2013,2
20121012,2012-10-12 00:00:00.000,2012,4,10,October,12,6,Friday,2013,2
20121013,2012-10-13 00:00:00.000,2012,4,10,October,13,7,Saturday,2013,2
20121014,2012-10-14 00:00:00.000,2012,4,10,October,14,1,Sunday,2013,2
20121015,2012-10-15 00:00:00.000,2012,4,10,October,15,2,Monday,2013,2
20121016,2012-10-16 00:00:00.000,2012,4,10,October,16,3,Tuesday,2013,2
20121017,2012-10-17 00:00:00.000,2012,4,10,October,17,4,Wednesday,2013,2
20121018,2012-10-18 00:00:00.000,2012,4,10,October,18,5,Thursday,2013,2
20121019,2012-10-19 00:00:00.000,2012,4,10,October,19,6,Friday,2013,2
20121020,2012-10-20 00:00:00.000,2012,4,10,October,20,7,Saturday,2013,2
20121021,2012-10-21 00:00:00.000,2012,4,10,October,21,1,Sunday,2013,2
20121022,2012-10-22 00:00:00.000,2012,4,10,October,22,2,Monday,2013,2
20121023,2012-10-23 00:00:00.000,2012,4,10,October,23,3,Tuesday,2013,2
20121024,2012-10-24 00:00:00.000,2012,4,10,October,24,4,Wednesday,2013,2
20121025,2012-10-25 00:00:00.000,2012,4,10,October,25,5,Thursday,2013,2
20121026,2012-10-26 00:00:00.000,2012,4,10,October,26,6,Friday,2013,2
20121027,2012-10-27 00:00:00.000,2012,4,10,October,27,7,Saturday,2013,2
20121028,2012-10-28 00:00:00.000,2012,4,10,October,28,1,Sunday,2013,2
20121029,2012-10-29 00:00:00.000,2012,4,10,October,29,2,Monday,2013,2
20121030,2012-10-30 00:00:00.000,2012,4,10,October,30,3,Tuesday,2013,2
20121031,2012-10-31 00:00:00.000,2012,4,10,October,31,4,Wednesday,2013,2
20121101,2012-11-01 00:00:00.000,2012,4,11,November,1,5,Thursday,2013,2
20121102,2012-11-02 00:00:00.000,2012,4,11,November,2,6,Friday,2013,2
20121103,2012-11-03 00:00:00.000,2012,4,11,November,3,7,Saturday,2013,2
20121104,2012-11-04 00:00:00.000,2012,4,11,November,4,1,Sunday,2013,2
20121105,2012-11-05 00:00:00.000,2012,4,11,November,5,2,Monday,2013,2
20121106,2012-11-06 00:00:00.000,2012,4,11,November,6,3,Tuesday,2013,2
20121107,2012-11-07 00:00:00.000,2012,4,11,November,7,4,Wednesday,2013,2
20121108,2012-11-08 00:00:00.000,2012,4,11,November,8,5,Thursday,2013,2
20121109,2012-11-09 00:00:00.000,2012,4,11,November,9,6,Friday,2013,2
20121110,2012-11-10 00:00:00.000,2012,4,11,November,10,7,Saturday,2013,2
20121111,2012-11-11 00:00:00.000,2012,4,11,November,11,1,Sunday,2013,2
20121112,2012-11-12 00:00:00.000,2012,4,11,November,12,2,Monday,2013,2
20121113,2012-11-13 00:00:00.000,2012,4,11,November,13,3,Tuesday,2013,2
20121114,2012-11-14 00:00:00.000,2012,4,11,November,14,4,Wednesday,2013,2
20121115,2012-11-15 00:00:00.000,2012,4,11,November,15,5,Thursday,2013,2
20121116,2012-11-16 00:00:00.000,2012,4,11,November,16,6,Friday,2013,2
20121117,2012-11-17 00:00:00.000,2012,4,11,November,17,7,Saturday,2013,2
20121118,2012-11-18 00:00:00.000,2012,4,11,November,18,1,Sunday,2013,2
20121119,2012-11-19 00:00:00.000,2012,4,11,November,19,2,Monday,2013,2
20121120,2012-11-20 00:00:00.000,2012,4,11,November,20,3,Tuesday,2013,2
20121121,2012-11-21 00:00:00.000,2012,4,11,November,21,4,Wednesday,2013,2
20121122,2012-11-22 00:00:00.000,2012,4,11,November,22,5,Thursday,2013,2
20121123,2012-11-23 00:00:00.000,2012,4,11,November,23,6,Friday,2013,2
20121124,2012-11-24 00:00:00.000,2012,4,11,November,24,7,Saturday,2013,2
20121125,2012-11-25 00:00:00.000,2012,4,11,November,25,1,Sunday,2013,2
20121126,2012-11-26 00:00:00.000,2012,4,11,November,26,2,Monday,2013,2
20121127,2012-11-27 00:00:00.000,2012,4,11,November,27,3,Tuesday,2013,2
20121128,2012-11-28 00:00:00.000,2012,4,11,November,28,4,Wednesday,2013,2
20121129,2012-11-29 00:00:00.000,2012,4,11,November,29,5,Thursday,2013,2
20121130,2012-11-30 00:00:00.000,2012,4,11,November,30,6,Friday,2013,2
20121201,2012-12-01 00:00:00.000,2012,4,12,December,1,7,Saturday,2013,2
20121202,2012-12-02 00:00:00.000,2012,4,12,December,2,1,Sunday,2013,2
20121203,2012-12-03 00:00:00.000,2012,4,12,December,3,2,Monday,2013,2
20121204,2012-12-04 00:00:00.000,2012,4,12,December,4,3,Tuesday,2013,2
20121205,2012-12-05 00:00:00.000,2012,4,12,December,5,4,Wednesday,2013,2
20121206,2012-12-06 00:00:00.000,2012,4,12,December,6,5,Thursday,2013,2
20121207,2012-12-07 00:00:00.000,2012,4,12,December,7,6,Friday,2013,2
20121208,2012-12-08 00:00:00.000,2012,4,12,December,8,7,Saturday,2013,2
20121209,2012-12-09 00:00:00.000,2012,4,12,December,9,1,Sunday,2013,2
20121210,2012-12-10 00:00:00.000,2012,4,12,December,10,2,Monday,2013,2
20121211,2012-12-11 00:00:00.000,2012,4,12,December,11,3,Tuesday,2013,2
20121212,2012-12-12 00:00:00.000,2012,4,12,December,12,4,Wednesday,2013,2
20121213,2012-12-13 00:00:00.000,2012,4,12,December,13,5,Thursday,2013,2
20121214,2012-12-14 00:00:00.000,2012,4,12,December,14,6,Friday,2013,2
20121215,2012-12-15 00:00:00.000,2012,4,12,December,15,7,Saturday,2013,2
20121216,2012-12-16 00:00:00.000,2012,4,12,December,16,1,Sunday,2013,2
20121217,2012-12-17 00:00:00.000,2012,4,12,December,17,2,Monday,2013,2
20121218,2012-12-18 00:00:00.000,2012,4,12,December,18,3,Tuesday,2013,2
20121219,2012-12-19 00:00:00.000,2012,4,12,December,19,4,Wednesday,2013,2
20121220,2012-12-20 00:00:00.000,2012,4,12,December,20,5,Thursday,2013,2
20121221,2012-12-21 00:00:00.000,2012,4,12,December,21,6,Friday,2013,2
20121222,2012-12-22 00:00:00.000,2012,4,12,December,22,7,Saturday,2013,2
20121223,2012-12-23 00:00:00.000,2012,4,12,December,23,1,Sunday,2013,2
20121224,2012-12-24 00:00:00.000,2012,4,12,December,24,2,Monday,2013,2
20121225,2012-12-25 00:00:00.000,2012,4,12,December,25,3,Tuesday,2013,2
20121226,2012-12-26 00:00:00.000,2012,4,12,December,26,4,Wednesday,2013,2
20121227,2012-12-27 00:00:00.000,2012,4,12,December,27,5,Thursday,2013,2
20121228,2012-12-28 00:00:00.000,2012,4,12,December,28,6,Friday,2013,2
20121229,2012-12-29 00:00:00.000,2012,4,12,December,29,7,Saturday,2013,2
20121230,2012-12-30 00:00:00.000,2012,4,12,December,30,1,Sunday,2013,2
20121231,2012-12-31 00:00:00.000,2012,4,12,December,31,2,Monday,2013,2
20130101,2013-01-01 00:00:00.000,2013,1,1,January,1,3,Tuesday,2013,3
20130102,2013-01-02 00:00:00.000,2013,1,1,January,2,4,Wednesday,2013,3
20130103,2013-01-03 00:00:00.000,2013,1,1,January,3,5,Thursday,2013,3
20130104,2013-01-04 00:00:00.000,2013,1,1,January,4,6,Friday,2013,3
20130105,2013-01-05 00:00:00.000,2013,1,1,January,5,7,Saturday,2013,3
20130106,2013-01-06 00:00:00.000,2013,1,1,January,6,1,Sunday,2013,3
20130107,2013-01-07 00:00:00.000,2013,1,1,January,7,2,Monday,2013,3
20130109,2013-01-09 00:00:00.000,2013,1,1,January,9,4,Wednesday,2013,3
20130110,2013-01-10 00:00:00.000,2013,1,1,January,10,5,Thursday,2013,3
